"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUOTHER"
44688,"H",2,1803,1,42,1000000,1001264,154,3,1,1,1,0,1,2,2,2,2,2,0,2,2,90,2,2,2,100,2,1,400,1,0,2,1,1000,1,1,2,1,5,0,0,1,9,1,1,0,1,1,1,1,0,99000,1,700,3,7,1,0,1,60710,4,0,1,0,0,1,3,60710,9,0,4,4,4,1,1,1,5,0,3,0,0
44689,"H",2,1802,1,42,1000000,1001264,91,1,1,1,1,0,1,5,2,2,2,2,0,2,2,80,2,2,2,30,1,1,2000,1,0,1,1,2100,1,1,2,1,9,0,0,1,9,1,1,0,1,1,1,1,0,485000,2,80,16,0,0,0,0,0,0,0,0,0,0,3,4,200000,9,0,4,4,4,1,1,1,3,0,0,0,0
44740,"H",2,3106,1,42,1000000,1001264,101,2,1,1,1,0,1,4,2,2,2,2,0,2,2,190,1,2,2,3,1,3,2000,1,0,2,1,3200,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,5e+05,2,500,6,2,1,0,1,109000,4,0,1,0,0,1,1,109000,9,0,4,4,4,1,1,1,7,0,2,0,0
44752,"H",2,3206,1,42,1000000,1001264,143,2,1,1,1,0,1,4,3,2,2,2,0,2,2,90,2,2,2,150,2,1,900,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,275000,0,580,2,4,0,0,0,34770,4,0,0,0,0,1,1,34770,9,0,4,4,4,1,1,1,7,0,2,0,0
44873,"H",2,1701,1,42,1000000,1001264,144,1,1,2,1,0,1,4,2,0,2,2,0,0,0,80,0,1,2,20,2,1,400,1,0,0,1,860,1,1,0,1,8,0,0,1,9,0,1,130,1,1,1,1,0,1e+05,1,350,1,0,0,0,0,0,0,0,0,0,0,1,6,6100,9,0,4,4,4,1,1,1,5,0,0,0,7.27595761418343e-12
44933,"H",2,3104,1,42,1000000,1001264,145,1,1,1,1,0,1,2,3,1,2,2,280,2,2,100,1,2,2,1,1,1,0,1,0,2,1,540,1,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,115000,1,1,4,0,0,0,1,0,0,0,0,0,0,1,4,85000,9,0,4,4,4,1,1,1,5,0,0,0,-7.27595761418343e-12
44957,"H",2,1300,1,42,1000000,1001264,26,5,1,1,1,0,1,4,2,2,2,2,0,2,2,100,2,2,2,180,1,1,600,1,0,1,0,0,0,3,2,1,11,0,0,1,9,2,1,0,1,1,2,1,0,180000,2,1200,7,2,0,0,0,42400,3,0,0,0,0,1,1,42400,9,1,3,2,3,1,1,2,5,1,5,0,0
44964,"H",2,803,1,42,1000000,1001264,81,2,1,3,1,0,1,3,2,0,2,2,0,0,0,60,0,2,2,3,2,3,500,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,85000,2,750,6,4,0,0,0,29160,4,0,0,0,0,1,1,29160,9,0,4,4,4,1,1,1,7,0,2,0,0
44983,"H",2,1900,1,42,1000000,1001264,92,1,1,3,0,0,1,1,9,0,0,2,0,0,0,1,0,1,2,3,2,3,0,2,0,0,0,0,0,0,0,1,4,2,220,1,9,0,1,0,1,1,3,1,0,0,0,2,6,0,0,0,0,0,0,0,0,220,28,1,4,9300,9,0,4,4,4,1,1,1,5,0,0,0,0
45002,"H",2,3001,1,42,1000000,1001264,81,2,1,1,1,0,1,4,2,2,2,2,0,2,2,200,1,2,2,3,1,3,2100,1,0,2,2,1500,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,430000,2,400,6,1,0,0,0,95000,4,0,0,0,0,1,1,95000,9,0,4,4,4,1,1,1,6,0,2,0,0
45032,"H",2,3103,1,42,1000000,1001264,67,1,1,3,1,0,1,3,3,0,2,2,0,0,0,100,0,2,2,20,2,1,1100,2,0,0,1,690,1,1,0,1,5,0,0,1,9,0,1,0,1,1,1,1,0,125000,1,30,7,0,0,0,1,0,0,0,1,0,0,1,6,33100,9,0,4,4,4,1,1,1,6,0,0,0,0
45033,"H",2,2901,1,42,1000000,1001264,90,1,1,1,1,0,1,3,3,1,2,2,0,2,2,50,2,2,1,1,1,3,0,1,0,1,0,0,0,0,2,1,5,2,1200,1,9,2,1,0,1,1,3,1,0,0,1,1,3,0,0,0,0,0,0,0,0,1250,20,1,4,76200,9,0,4,4,4,1,1,1,1,0,0,0,0
45072,"H",2,2802,1,42,1000000,1001264,109,1,1,1,1,0,1,3,3,2,2,2,0,2,2,250,2,2,2,3,2,3,600,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,145000,2,250,5,0,0,0,0,0,0,0,1,0,0,1,4,23700,9,0,4,4,4,1,1,1,7,0,0,0,0
45106,"H",2,101,1,42,1000000,1001264,72,2,1,3,1,0,1,2,2,0,2,2,0,0,0,120,0,1,2,60,1,1,0,1,0,0,0,0,0,0,0,1,4,2,660,1,9,0,1,0,1,1,3,1,0,0,1,500,1,2,1,0,1,18220,4,0,0,882,58,1,1,18220,9,0,4,4,4,1,1,1,5,0,2,0,0.00099999998928979
45120,"H",2,101,1,42,1000000,1001264,137,2,1,1,1,0,1,3,2,1,2,2,0,2,2,50,2,2,2,60,1,1,400,1,0,1,1,490,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,55000,2,400,2,0,0,0,0,0,0,0,0,0,0,1,5,50500,9,0,4,4,4,1,1,1,1,0,0,0,0
45138,"H",2,101,1,42,1000000,1001264,76,3,1,2,1,0,1,3,2,0,2,2,0,0,0,200,0,2,2,100,1,1,600,1,0,0,1,650,1,1,0,1,6,0,0,1,9,0,1,0,1,1,1,1,0,82000,1,130,1,7,0,0,0,23000,3,0,1,0,0,1,3,23000,9,0,3,3,3,1,1,1,5,2,3,0,0
45148,"H",2,102,1,42,1000000,1001264,124,1,1,3,1,0,1,3,2,0,2,2,0,0,0,40,0,2,2,80,2,1,390,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,85000,0,120,3,0,0,0,1,0,0,0,1,0,0,1,6,12200,9,0,4,4,4,1,1,1,7,0,0,0,-0.000999999996565748
45294,"H",2,300,1,42,1000000,1001264,27,1,1,3,2,1,1,2,1,0,2,2,0,0,0,80,0,2,2,100,2,1,0,2,0,0,0,0,0,0,0,1,4,2,200,1,9,0,1,0,1,1,3,1,0,0,0,2,7,0,0,0,0,0,0,0,0,380,35,1,6,13200,9,0,4,4,4,1,1,1,1,0,0,0,1.45519152283669e-11
45306,"H",2,802,1,42,1000000,1001264,309,3,1,1,1,0,1,2,2,1,2,2,0,2,2,150,2,2,2,3,1,3,0,2,0,1,0,0,0,0,2,1,4,2,1000,1,9,2,1,0,1,1,3,1,0,0,2,550,6,7,0,0,0,32000,2,0,0,1196,19,1,3,77000,9,0,2,2,2,1,1,1,3,1,2,0,0
45312,"H",2,1000,1,42,1000000,1001264,81,1,1,3,1,0,1,3,3,0,1,2,0,0,0,100,0,2,2,10,2,1,350,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,50000,2,800,2,0,0,0,0,0,0,0,1,0,0,1,4,0,9,0,4,4,4,1,1,1,7,0,0,0,3.63797880709171e-12
45317,"H",2,1000,1,42,1000000,1001264,295,1,1,3,0,0,1,1,9,0,0,2,0,0,0,1,0,2,2,1,2,1,0,2,0,0,0,0,0,0,0,1,3,2,440,1,9,0,1,0,1,1,3,1,0,0,0,1,5,0,0,0,0,0,0,0,0,440,35,1,4,15000,9,0,4,4,4,1,1,1,3,0,0,0,0
45364,"H",2,2703,1,42,1000000,1001264,177,1,1,1,2,1,1,2,2,1,2,2,0,2,2,100,2,2,2,10,1,1,600,1,0,1,1,1100,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,186000,3,2,3,0,0,0,0,0,0,0,0,0,0,1,4,55000,9,0,4,4,4,1,1,1,3,0,0,0,0
45381,"H",2,3003,1,42,1000000,1001264,87,6,1,1,1,0,1,4,2,2,2,2,0,2,2,400,1,2,2,220,1,1,1200,1,0,2,1,1500,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,3e+05,5,1200,4,2,0,0,0,86000,2,0,0,0,0,1,1,86000,9,0,2,2,2,1,1,1,5,2,6,0,0
45516,"H",2,300,1,42,1000000,1001264,45,2,1,1,3,1,1,2,2,2,2,2,0,2,1,200,2,2,2,110,2,1,800,1,0,2,2,700,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,180000,2,50,8,1,0,0,0,59000,4,0,0,0,0,1,1,59000,9,0,4,4,4,1,1,1,5,0,2,0,-7.27595761418343e-12
45573,"H",2,1501,1,42,1000000,1001264,192,2,1,1,1,0,1,3,2,2,2,2,0,2,1,30,2,2,2,180,2,1,0,1,0,2,0,0,0,0,2,1,6,0,0,1,9,2,1,0,1,1,4,1,0,0,1,1400,5,4,0,0,0,53200,4,0,0,0,0,1,1,53200,9,0,4,4,4,1,1,1,7,0,2,0,0
45604,"H",2,3211,1,42,1000000,1001264,126,1,1,3,0,0,1,4,4,0,0,2,0,0,0,200,0,2,2,200,2,1,1000,2,0,0,0,0,0,3,0,1,10,0,0,1,9,0,1,0,1,1,2,1,0,210000,1,600,1,0,0,0,1,0,0,0,1,0,0,1,6,12000,9,0,4,4,4,1,1,1,7,0,0,0,0
45642,"H",2,2600,1,42,1000000,1001264,46,2,1,1,1,0,2,3,2,2,2,2,0,2,2,180,2,2,2,4,2,3,690,1,0,1,1,760,1,1,2,2,7,0,0,2,9,2,2,50,2,2,1,2,0,110000,2,120,6,1,0,0,0,50000,4,0,1,0,0,3,1,50000,9,0,4,4,4,2,1,1,6,0,2,0,0
45661,"H",2,2200,1,42,1000000,1001264,89,3,1,1,1,0,1,3,3,2,2,2,0,2,2,240,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,5,2,680,1,9,2,1,0,1,1,3,1,0,0,2,1100,4,1,0,1,0,42000,1,0,0,1012,29,1,1,42000,9,0,1,1,1,1,1,1,1,1,3,0,0
45714,"H",2,900,1,42,1000000,1001264,34,1,1,1,1,0,1,3,2,2,2,2,0,1,2,80,2,2,2,40,2,1,700,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,90000,1,800,5,0,0,0,0,0,0,0,0,0,0,1,4,32000,9,0,4,4,4,1,1,1,7,0,0,0,0
45753,"H",2,2302,1,42,1000000,1001264,98,3,1,1,1,0,1,3,2,1,2,2,0,2,2,200,1,2,2,100,1,1,500,1,0,2,1,1700,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,310000,3,1500,14,1,1,0,1,178000,2,0,0,0,0,1,1,178000,9,0,2,2,2,1,1,1,3,1,3,0,0
45825,"H",2,3602,1,42,1000000,1001264,76,2,1,1,1,0,1,4,2,1,2,2,0,2,2,250,2,2,2,3,1,3,650,1,0,1,2,1400,2,1,2,1,8,0,0,1,9,2,1,400,1,1,1,1,0,260000,2,980,4,1,0,0,0,179800,4,0,0,0,0,1,1,179800,9,0,4,4,4,1,1,1,6,0,2,0,0
45844,"H",2,2801,1,42,1000000,1001264,162,1,1,3,2,1,1,1,1,0,2,2,0,0,0,50,0,2,2,3,1,3,0,2,0,0,0,0,0,0,0,1,3,0,0,1,9,0,1,0,1,2,4,1,0,0,1,250,5,0,0,0,0,0,0,0,0,0,0,1,4,14000,9,0,4,4,4,1,1,1,1,0,0,0,0
45862,"H",2,3701,1,42,1000000,1001264,151,3,1,1,1,0,1,3,3,2,2,1,0,2,1,200,2,2,2,40,1,1,0,1,0,2,0,0,0,0,2,1,7,2,920,1,9,2,1,0,1,1,3,1,0,0,2,600,7,7,0,0,0,38000,2,0,0,1210,38,1,3,38000,9,0,2,2,2,1,1,1,2,2,3,0,0.00100000000020373
45906,"H",2,3203,1,42,1000000,1001264,243,2,1,1,1,0,1,3,3,2,2,2,0,2,2,70,2,2,2,40,1,1,0,1,0,1,0,0,0,0,2,1,8,2,900,1,9,2,1,0,1,1,3,1,0,0,0,1,3,2,1,1,1,51000,4,0,0,1010,24,1,1,51000,9,0,4,4,4,1,1,1,1,0,2,0,-0.00099999998928979
45922,"H",2,3106,1,42,1000000,1001264,101,1,1,1,0,0,1,1,7,2,0,2,0,2,2,1,2,2,2,1,2,3,800,1,0,1,0,0,0,3,2,1,2,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,1,1,3,0,0,0,0,0,0,0,1,0,0,1,4,69000,9,0,4,4,4,1,1,1,1,0,0,0,0
45968,"H",2,1804,1,42,1000000,1001264,149,1,1,1,1,0,1,3,2,2,2,2,0,2,2,100,1,2,2,20,1,1,780,1,0,2,1,610,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,85000,1,500,4,0,0,0,0,0,0,0,0,0,0,1,6,40000,9,0,4,4,4,1,1,1,3,0,0,0,0
45983,"H",2,3202,1,42,1000000,1001264,320,1,1,1,0,0,1,2,4,2,0,2,0,2,2,40,2,2,2,40,1,1,0,1,0,1,0,0,0,0,2,1,4,2,990,1,9,2,1,0,1,1,3,1,0,0,1,1,5,0,0,0,0,0,0,0,0,1070,20,1,6,64000,9,0,4,4,4,1,1,1,3,0,0,0,0
46005,"H",2,3101,1,42,1000000,1001264,91,5,1,1,1,0,1,5,2,2,2,2,0,2,2,200,2,2,500,3,1,3,600,1,0,1,2,250,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,250000,4,400,7,1,1,0,1,141320,2,0,0,0,0,1,1,141320,9,0,2,2,2,1,1,1,6,2,5,0,27944.919
46135,"H",2,3701,1,42,1000000,1001264,28,2,1,3,0,0,1,1,6,0,0,2,0,0,0,100,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,3,2,500,1,9,0,1,0,1,1,3,1,0,0,1,1,5,0,0,0,0,0,0,0,0,600,36,1,5,20000,9,0,4,4,4,1,1,1,5,0,0,0,0
46160,"H",2,3402,1,42,1000000,1001264,123,1,1,3,0,0,1,1,6,0,0,2,0,0,0,150,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,3,2,1100,1,9,0,1,0,1,1,3,1,0,0,1,1,5,0,0,0,0,0,0,0,0,1250,35,1,4,43400,9,0,4,4,4,1,1,1,3,0,0,0,0
46172,"H",2,3402,1,42,1000000,1001264,91,2,1,1,1,0,1,3,3,2,2,2,240,2,2,80,2,2,2,40,1,1,3200,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,380000,2,100,8,1,1,0,1,214300,4,0,0,0,0,1,1,214300,9,0,4,4,4,1,1,1,5,0,2,0,0.00099999998928979
46173,"H",2,1300,1,42,1000000,1001264,54,3,1,1,1,0,1,5,2,2,2,2,0,2,1,120,2,2,2,110,1,1,560,1,0,2,1,410,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,48000,1,1200,1,7,0,0,0,47400,2,0,0,0,0,1,3,47400,9,0,2,2,2,1,1,1,5,1,3,0,-1.45519152283669e-11
46217,"H",2,3003,1,42,1000000,1001264,92,5,1,1,1,0,1,4,2,1,2,2,0,2,2,430,1,2,2,2,1,1,1200,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,380000,5,180,7,1,1,0,1,149900,2,0,0,0,0,1,1,149900,9,0,2,2,2,1,1,1,5,2,5,0,7.27595761418343e-12
46242,"H",2,1701,1,42,1000000,1001264,463,1,1,1,0,0,1,1,8,2,0,2,0,2,2,70,2,2,2,4,1,1,0,1,0,1,0,0,0,0,2,1,3,2,1100,1,9,2,1,0,1,1,3,1,0,0,0,1,10,0,0,0,0,0,0,0,0,1174,63,1,4,22200,9,0,4,4,4,1,1,1,1,0,0,0,0
46260,"H",2,2100,1,42,1000000,1001264,51,1,1,3,1,0,1,3,2,0,2,2,0,0,0,60,0,2,2,90,2,1,640,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,70000,0,540,3,0,0,0,0,0,0,0,0,0,0,1,6,16100,9,0,4,4,4,1,1,1,7,0,0,0,2.91038304567337e-11
46321,"H",2,2500,1,42,1000000,1001264,25,2,1,1,1,0,1,3,2,1,2,2,0,2,2,220,2,2,600,3,1,3,800,1,0,1,1,690,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,130000,3,890,6,7,1,0,1,39000,4,0,1,0,0,1,3,39000,9,0,4,4,4,1,1,1,4,0,2,0,34883.769
46362,"H",2,2302,1,42,1000000,1001264,155,1,1,1,1,0,1,3,2,1,2,2,0,2,2,110,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,7,2,1100,1,9,2,1,0,1,1,3,1,0,0,2,480,5,0,0,0,0,0,0,0,0,1250,37,1,4,41000,9,0,4,4,4,1,1,1,4,0,0,0,0
46383,"H",2,200,1,42,1000000,1001264,22,1,1,2,1,0,1,4,2,0,2,2,0,0,0,110,0,2,2,40,2,1,0,1,0,0,0,0,0,0,0,1,7,2,550,1,9,0,1,0,1,1,3,1,0,0,1,530,1,0,0,0,0,0,0,0,0,744,35,1,6,25600,9,0,4,4,4,1,1,1,3,0,0,0,0.00100000000384171
46406,"H",2,3501,1,42,1000000,1001264,172,2,1,1,1,0,1,3,2,1,2,2,0,2,2,250,2,2,2,3,1,3,680,1,0,1,1,870,1,1,2,1,6,0,0,1,9,2,1,170,1,1,1,1,0,185000,2,800,5,2,0,0,0,90000,4,0,0,0,0,1,1,90000,9,0,4,4,4,1,1,1,5,0,2,0,0
46470,"H",2,2701,1,42,1000000,1001264,213,1,1,1,0,0,1,2,8,1,0,2,0,2,2,50,2,2,2,20,1,1,0,1,0,1,0,0,0,0,2,1,3,2,1400,1,9,2,1,0,1,1,3,1,0,0,1,1,18,0,0,0,0,0,0,0,0,1470,37,1,6,47820,9,0,4,4,4,1,1,1,1,0,0,0,-0.000999999996565748
46515,"H",2,3210,1,42,1000000,1001264,57,1,1,1,1,0,1,3,3,1,2,2,0,2,1,350,2,2,2,3,1,3,3000,1,0,2,1,850,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,160000,1,1400,6,0,0,0,0,0,0,0,0,0,0,1,4,71000,9,0,4,4,4,1,1,1,5,0,0,0,0
46536,"H",2,2901,1,42,1000000,1001264,127,2,1,1,1,0,1,4,2,2,2,2,0,2,2,70,2,2,2,60,1,1,1200,1,0,1,2,1300,1,1,2,1,11,0,0,1,9,2,1,100,1,1,1,1,0,3e+05,3,600,1,1,0,0,0,233000,4,0,1,0,0,1,1,233000,9,0,4,4,4,1,1,1,5,0,2,0,1.45519152283669e-11
46563,"H",2,3304,1,42,1000000,1001264,232,4,1,1,1,0,1,4,2,2,2,2,0,2,2,390,1,2,2,2,1,1,1000,1,0,2,1,2300,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,310000,2,400,3,1,0,0,0,223000,2,0,0,0,0,1,1,223000,9,0,2,2,2,1,1,1,4,1,4,0,0
46594,"H",2,1804,1,42,1000000,1001264,117,1,1,1,1,0,1,3,2,1,2,2,0,1,2,150,1,2,2,90,1,1,1200,1,0,1,2,100,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,120000,1,600,3,0,0,0,1,0,0,0,0,0,0,1,6,8700,9,0,4,4,4,1,1,1,6,0,0,0,-7.27595761418343e-12
46595,"H",2,3701,1,42,1000000,1001264,26,1,1,3,1,0,1,3,2,0,2,2,0,0,0,70,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,6,2,470,1,9,0,1,0,1,1,3,1,0,0,0,1500,7,0,0,1,0,0,0,0,0,665,57,1,6,14000,9,0,4,4,4,1,1,1,5,0,0,0,0
46633,"H",2,3504,1,42,1000000,1001264,120,4,1,1,1,0,1,3,3,1,2,2,0,2,1,100,2,2,2,100,1,1,0,1,0,1,1,300,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,140000,0,280,7,1,0,0,0,84000,3,0,1,0,0,1,1,84000,9,0,3,3,3,1,1,1,5,2,4,0,0
46647,"H",2,500,1,42,1000000,1001264,36,3,1,1,0,0,1,2,5,2,0,2,0,2,1,200,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,5,2,800,1,9,2,1,0,1,1,3,1,0,0,2,600,6,1,0,0,0,77000,2,0,0,1050,16,1,1,77000,9,0,2,2,2,1,1,1,4,1,3,0,0
46657,"H",2,3207,1,42,1000000,1001264,150,1,1,1,1,0,1,3,3,2,2,2,0,1,1,100,2,2,2,100,2,1,0,1,0,2,0,0,0,0,2,1,6,2,730,1,9,2,1,0,1,1,3,1,0,0,1,40,1,0,0,0,0,0,0,0,0,933,64,1,4,17610,9,0,4,4,4,1,1,1,5,0,0,0,0
46707,"H",2,2302,1,42,1000000,1001264,85,2,1,3,1,0,1,3,2,0,2,2,0,0,0,110,0,2,2,240,2,1,500,2,0,0,1,810,1,1,0,1,5,0,0,1,9,0,1,0,1,1,1,1,0,160000,3,1000,3,0,0,0,0,0,0,0,0,0,0,1,5,76300,9,0,4,4,4,1,1,1,3,0,0,0,0
46716,"H",2,3104,1,42,1000000,1001264,96,2,1,1,1,0,1,4,3,1,2,2,0,2,2,300,1,2,2,2,1,1,1200,1,0,1,2,2000,1,1,2,1,16,0,0,1,9,2,1,900,1,1,1,1,0,550000,3,600,7,1,0,0,0,230000,4,0,0,0,0,1,1,230000,9,0,4,4,4,1,1,1,5,0,2,0,3.63797880709171e-12
46720,"H",2,1701,1,42,1000000,1001264,103,7,1,1,1,0,1,5,2,1,2,2,0,2,2,200,1,2,2,300,1,1,5600,1,0,2,1,2400,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,425000,2,200,1,1,0,0,0,495000,3,0,0,0,0,3,1,502000,9,0,3,3,3,1,1,1,3,4,6,0,0
46759,"H",2,1600,1,42,1000000,1001264,156,6,1,1,1,0,1,3,2,2,2,2,0,2,2,2,1,2,2,3,1,3,0,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,0,2,6,1,1,0,1,40000,2,0,0,0,0,1,1,40000,9,0,3,3,3,1,1,1,6,4,6,0,0
46764,"H",2,3104,1,42,1000000,1001264,35,2,1,1,1,0,1,3,2,2,2,2,0,1,2,270,1,2,2,2,1,1,1500,1,0,2,1,1700,1,1,2,1,6,0,0,1,9,2,1,370,1,1,1,1,0,260000,1,600,3,1,1,0,1,11480,4,0,0,0,0,4,1,11480,9,0,4,4,4,1,2,1,5,0,2,0,0
46813,"H",2,4001,1,42,1000000,1001264,149,2,1,1,1,0,1,3,3,2,2,2,120,2,2,140,2,2,2,20,1,1,810,1,0,1,2,20,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,180000,2,1100,8,2,0,0,0,412700,4,0,0,0,0,1,1,412700,9,0,4,4,4,1,1,1,3,0,2,0,0
46926,"H",2,3701,1,42,1000000,1001264,86,1,1,3,0,0,1,2,7,0,0,2,0,0,0,2,0,2,2,3,1,3,0,2,0,0,0,0,0,0,0,1,3,2,650,1,9,0,1,0,1,1,3,1,0,0,1,1,4,0,0,0,1,0,0,0,0,650,19,1,4,40600,9,0,4,4,4,1,1,1,7,0,0,0,0
46939,"H",2,1900,1,42,1000000,1001264,97,3,1,1,1,0,1,3,2,1,2,2,0,2,2,130,2,2,2,100,1,1,500,1,0,1,1,540,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,115000,1,600,2,7,0,0,0,11910,2,0,0,0,0,1,3,11910,9,0,2,2,2,1,1,1,5,1,3,0,-0.00100000000384171
46972,"H",2,2901,1,42,1000000,1001264,172,1,1,1,1,0,1,3,2,2,2,2,0,2,2,320,2,2,2,3,1,3,550,2,0,1,1,1000,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,150000,1,340,1,0,0,0,0,0,0,0,0,0,0,1,6,55000,9,0,4,4,4,1,1,1,3,0,0,0,0
47025,"H",2,3206,1,42,1000000,1001264,51,3,1,1,1,0,1,3,3,2,2,2,0,2,2,80,2,2,2,50,1,1,0,1,0,1,0,0,0,0,2,1,5,2,1800,1,9,2,1,0,1,1,3,1,0,0,3,80,3,0,0,1,0,0,0,0,0,1937,101,1,5,14000,9,0,4,4,4,1,1,1,2,0,0,0,0.00100000000384171
47150,"H",2,4002,1,42,1000000,1001264,19,3,1,3,2,1,1,3,2,0,2,2,0,0,0,100,0,2,2,120,1,1,450,2,0,0,2,100,2,1,0,1,7,0,0,1,9,0,1,0,1,1,1,1,0,160000,2,40,5,1,0,0,0,117300,2,0,1,0,0,1,1,117300,9,1,2,4,2,1,1,1,7,0,3,1,-1.45519152283669e-11
47214,"H",2,2100,1,42,1000000,1001264,102,1,1,3,1,0,1,2,3,0,2,2,0,0,0,30,0,2,2,3,2,1,0,2,0,0,0,0,0,0,0,1,4,2,420,1,9,0,1,0,1,1,3,1,0,0,1,2,3,0,0,0,1,0,0,0,0,450,32,1,6,16700,9,0,4,4,4,1,1,1,5,0,0,0,0
47239,"H",2,1701,1,42,1000000,1001264,100,2,1,1,0,0,1,2,5,1,0,2,0,2,2,120,2,1,2,100,1,1,0,1,0,1,0,0,0,0,2,1,4,0,0,1,9,2,1,0,1,1,4,1,0,0,1,2,11,7,0,0,0,12750,2,0,0,0,0,1,3,12750,9,0,2,2,2,1,1,1,3,1,2,0,0
47321,"H",2,1804,1,42,1000000,1001264,316,2,1,1,1,0,1,3,2,1,2,2,0,2,2,70,1,2,2,30,1,1,600,1,0,2,1,1100,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,120000,1,80,4,1,0,0,0,75000,4,0,0,0,0,1,1,75000,9,0,4,4,4,1,1,1,4,0,2,0,0
47327,"H",2,3501,1,42,1000000,1001264,132,1,1,1,0,0,1,1,9,2,0,2,0,2,1,1,2,2,2,1,2,3,0,1,0,2,0,0,0,0,2,1,3,1,2800,1,9,2,1,0,1,1,3,1,0,0,0,1,7,0,0,0,1,0,0,0,0,2800,101,1,6,26400,9,0,4,4,4,1,1,1,6,0,0,0,0
47331,"H",2,1501,1,42,1000000,1001264,112,3,1,1,1,0,1,2,2,2,2,2,0,2,2,50,2,2,2,130,2,1,760,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,42000,2,850,1,1,1,0,1,33610,4,0,1,0,0,1,1,33610,9,0,4,4,4,1,1,1,7,0,3,0,7.27595761418343e-12
47349,"H",2,3104,1,42,1000000,1001264,116,2,1,1,1,0,1,2,3,2,2,2,0,2,2,230,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,5,2,1200,1,9,2,1,0,1,1,3,1,0,0,2,1,7,0,0,0,1,0,0,0,0,1430,22,1,7,78000,9,0,4,4,4,1,1,1,3,0,0,0,0
47474,"H",2,1803,1,42,1000000,1001264,74,1,1,3,0,0,1,4,5,0,0,2,0,0,0,180,0,2,2,560,2,1,800,2,0,0,0,0,0,3,0,1,16,0,0,1,9,0,1,0,1,1,2,1,0,92000,0,1000,1,0,0,0,0,0,0,0,0,0,0,1,6,21000,9,0,4,4,4,1,1,1,5,0,0,0,0
